company,job_title,location,job_type,experience_level,salary,requirment_of_the_company,facilities,role
Wolt,Data Science - Machine Learning Engineer,"Helsinki, Finland",Full Time,Senior-level,131000.0,"Docker,Engineering,Kubernetes,Machine Learning,MLOps,Python","Equity,Home office stipend,Relocation support,,",data scientist
Verisk,Data Engineer I (BLD),"Atlanta, GA, United States",Full Time,Senior-level,115000.0,"APIs,Architecture,AWS,Big Data,CI/CD,Data analysis","Career development,Equity,Insurance,Team events,",data engineer
Block,"Senior Data Science Manager, Marketing","San Francisco, CA, United States",Full Time,Senior-level,245000.0,"Airflow,Banking,BigQuery,Blockchain,Crypto,Engineering","Career development,Equity,Flex vacation,Health care,Insurance",data scientist
66degrees,"Data Analyst Architect, Multi-Instance","Remote, US",Full Time,Senior-level,62000.0,"APIs,Architecture,Big Data,Business Intelligence,Computer Science,Data Analytics",",,,,",data analyst
Framestore,Head of Data Ops & Render Support,"Mumbai, India",Full Time,Executive-level,102000.0,"Data analysis,Data management,DataOps,Jira,Linux,Python","Career development,,,,",other
Flexport,Senior Data Analyst,"Bellevue, Washington",Full Time,Senior-level,119000.0,"Data Analytics,ELT,Looker,OKR,Python,R","Career development,Equity,Health care,Salary bonus,",data analyst
Lightcast,Senior Data Engineer,Remote Available,Full Time,Senior-level,115000.0,"Agile,Architecture,Big Data,Computer Science,Engineering,Testing",",,,,",data engineer
Bosch Group,"Senior DevOps Engineer ""Big Data Platform - Hadoop"" (f/m/div.)","Stuttgart, Germany",Full Time,Senior-level,62000.0,"Agile,Azure,Big Data,Computer Science,Consulting,DevOps","Team events,,,,",big data engineer
Prevail,Data Analyst,"London, England, United Kingdom",Full Time,Mid-level,65000.0,"AWS,Azure,Big Data,Computer Science,Consulting,Data analysis","Competitive pay,,,,",data analyst
Credera,Principal  - Data Science,Los Angeles,Full Time,Senior-level,224000.0,"Architecture,AWS,Azure,Cluster analysis,Computer Science,Consulting","401(k) matching,Career development,Competitive pay,Startup environment,",data scientist
Discovery Education,"Data Scientist, Product Growth","Charlotte, North Carolina, United States - Remote",Full Time,,92000.0,"A/B testing,AWS,Deep Learning,GitHub,Lambda,Machine Learning","Career development,Flex hours,Flex vacation,Health care,Insurance",data scientist
Sportradar,Sport data operator,"Tallinn, Estonia",Full Time,Entry-level,39000.0,"Data quality,SLAM,,,,","Career development,Lunch / meals,Team events,,",other
Databricks,Data Analyst,"Heredia, Costa Rica",Full Time,Senior-level,92000.0,"Computer Science,Consulting,Databricks,Economics,Engineering,Excel","Career development,Equity,Flex vacation,Health care,Medical leave",data analyst
SecurityScorecard,Staff Data Scientist,Remote,Full Time,Senior-level,62000.0,"Business Intelligence,Causal inference,Economics,Finance,Mathematics,Privacy","Competitive pay,Equity,Health care,Insurance,Parental leave",data scientist
Openlogix Corporation,Data Analyst,"Visakhapatnam, AP",Full Time,Mid-level,65000.0,"Agile,Data Analytics,Research,,,",",,,,",data analyst
Cricut,Data Scientist,"South Jordan, UT, United States",Full Time,Senior-level,129000.0,"Computer Science,Data analysis,Economics,Machine Learning,Mathematics,NLP","Career development,,,,",data scientist
Chainalysis,"Data Scientist, Research",New York City | Remote-USA | Remote-CAN,Full Time,,92000.0,"Banking,Blockchain,Engineering,ETL,Matplotlib,NumPy","Career development,,,,",data scientist
Visa,"Director, Data Science","Bengaluru, India",Full Time,Executive-level,65000.0,"Big Data,Business Analytics,Computer Science,Data Analytics,Distributed Systems,Economics","Career development,Team events,,,",data scientist
Fulcrum Digital Inc.,System Reliability Engineer (Big Data),"Northwest Township, MO, United States",Full Time,Senior-level,,"Big Data,Bitbucket,CI/CD,Data analysis,Data governance,DataOps",",,,,",big data engineer
Bosch Group,Gruppenleitung Supply Chain Management & Data Analyst (w/m/div.),"Stuttgart, Germany",Full Time,Senior-level,62000.0,"Data Analytics,Industrial,,,,","Team events,,,,",data analyst
RYTE Corporation,Senior Data Engineer,"Paris, Île-de-France, France",Full Time,Senior-level,115000.0,"Agile,API Development,APIs,Architecture,Azure,Big Data","Flex hours,Flex vacation,Health care,,",data engineer
Visa,"Staff Data Engineer (Spark, Python, Hadoop)","Bengaluru, India",Full Time,Senior-level,115000.0,"Agile,Architecture,Big Data,Clustering,Computer Science,Data governance","Career development,,,,",data engineer
Libertex Group,Data Architect (optional relocation to Montenegro),"Istanbul, Istanbul, Turkey",Full Time,Mid-level,135000.0,"Architecture,Classification,Data governance,Data quality,ELT,ETL","Career development,Health care,Medical leave,Relocation support,Startup environment",data architect
bunq,Data Science Intern - Large Language Model,"Amsterdam, Noord-Holland, Netherlands",Internship,Entry-level,,"Engineering,FinTech,LLMs,NLP,,","Career development,,,,",data scientist
Visa,Staff Data Scientist - NLP,"Bengaluru, India",Full Time,Senior-level,129000.0,"Airflow,APIs,Architecture,Business Analytics,Computer Science,Data analysis","Career development,,,,",data scientist
Verisk,Junior Data Analyst,"Kraków, Poland",Full Time,Entry-level,48000.0,"Big Data,Data Analytics,Data governance,Excel,Python,SQL","Career development,Insurance,Team events,,",data analyst
Crunchyroll Inc.,"Data Analyst, Product","Culver City, San Francisco, Dallas",Full Time,,105000.0,"Amplitude,Data analysis,Data visualization,KPIs,Python,R","401(k) matching,Competitive pay,Health care,Insurance,Startup environment",data analyst
Lyft,"Data Scientist, Decisions - Rider",New York City,Full Time,Senior-level,139000.0,"Economics,Engineering,Mathematics,Python,R,Research","Equity,Health care,Insurance,Medical leave,Parental leave",data scientist
Deutsche Telekom IT Solutions,Data Engineer - Data Warehousing (SQL/Python) REF1478Z-German Speaking,"Budapest, Szeged, Debrecen, Pécs, Hungary",Full Time,Entry-level,59000.0,"Data Warehousing,ETL,GitLab,Python,SQL,",",,,,",data engineer
ICEYE,Senior Data Engineer,"Espoo, Uusimaa, Finland - Remote",Full Time,Mid-level,73000.0,"Ansible,API Development,APIs,Architecture,AWS,CI/CD","Career development,Conferences,Flex vacation,Health care,Relocation support",data engineer
Kalles Group,Senior Consultant - Azure Data Engineer,Seattle Area,Full Time,Senior-level,90000.0,"Agile,APIs,Azure,Databricks,Data governance,Machine Learning","Career development,Competitive pay,Flex vacation,Health care,Insurance",data engineer
Visa,"Director, Data Engineering","Bengaluru, India",Full Time,Executive-level,200000.0,"Architecture,Big Data,Computer Science,Engineering,Hadoop,Kafka","Startup environment,,,,",data engineer
Definitive Logic,Data Engineer,"Arlington, VA",Full Time,,96000.0,"Agile,Big Data,Consulting,Consulting firm,Databricks,Data pipelines","Career development,Competitive pay,Flex hours,Flex vacation,Health care",data engineer
Framestore,Recruitment Data Analyst,"Mumbai, India",Full Time,Senior-level,92000.0,"Data Analytics,Excel,KPIs,Periscope,Power BI,Tableau",",,,,",data analyst
Farfetch,Data Analyst,"PT Lisboa, Portugal",Full Time,Senior-level,92000.0,"Big Data,Computer Science,Consulting,CX,Data Mining,E-commerce","Career development,Flex hours,Health care,Insurance,",data analyst
Netcentric,Senior Data Analyst,"Bucharest, Romania",Full Time,Senior-level,92000.0,"A/B testing,Angular,APIs,Architecture,Big Data,BigQuery","Career development,Fitness / gym,Flex hours,Flex vacation,Salary bonus",data analyst
Inbox Business Technologies,Data Scientist,"Islamabad, Islamabad Capital Territory, Pakistan",Full Time,Senior-level,129000.0,"A/B testing,Architecture,Computer Science,Data Analytics,Data Mining,Data strategy",",,,,",data scientist
Flexport,Senior Data Scientist,"Bellevue, San Francisco",Full Time,Senior-level,182000.0,"Engineering,Perl,Python,SQL,,","Competitive pay,Equity,Health care,Salary bonus,Startup environment",data scientist
Moloco,Manager of Growth Data Science,"London, England, United Kingdom",Full Time,Senior-level,62000.0,"Big Data,Data Analytics,Data visualization,Engineering,Excel,Looker","Career development,Flex hours,Flex vacation,Health care,Home office stipend",data scientist
Trusting Social,Data Scientist (Customer Acquisition),"Ho Chi Minh City, Ho Chi Minh ",Full Time,,92000.0,"Big Data,Computer Science,FinTech,Machine Learning,Mathematics,ML models","Career development,Competitive pay,Flex hours,Health care,Snacks / Drinks",data scientist
Syngenta Group,IT Data Engineer,"Greensboro, NC, United States",Full Time,Senior-level,115000.0,"APIs,Computer Science,Data quality,Engineering,Mathematics,Model design","401(k) matching,Flex hours,Flex vacation,Health care,Medical leave",data engineer
Fivesky,Data Specialist - Governance,"Budapest, HUN",Full Time,Senior-level,70000.0,"Data management,Data quality,Data visualization,Excel,Python,Security","Competitive pay,Flex vacation,,,",other
Calendly,Senior Data Engineer,Remote,Full Time,Senior-level,115000.0,"Airflow,Architecture,BigQuery,Business Analytics,Data pipelines,Data warehouse","Startup environment,,,,",data engineer
NielsenIQ,Data Scientist,"Warsaw, Poland",Full Time,Entry-level,40000.0,"Business Intelligence,E-commerce,Genetics,KPIs,Market research,Python","Startup environment,,,,",data scientist
CarGurus,"Manager, Product Data Analyst","Cambridge, MA",Full Time,Senior-level,69000.0,"A/B testing,Architecture,Consulting,Data Analytics,Data Mining,Engineering","Career development,Equity,Flex hours,Flex vacation,Startup environment",data analyst
Tecsa,Data Scientist,"London, England, United Kingdom",Full Time,Mid-level,60000.0,"Agile,AWS,Azure,Clustering,Computer Science,Data Analytics","Career development,Competitive pay,,,",data scientist
Western Digital,"Scientist 1, Data Science","Petaling Jaya, Malaysia",Full Time,Entry-level,35000.0,"Agile,Angular,Architecture,Azure,Bitbucket,Chatbots","Career development,,,,",data scientist
Visa,Senior Data Engineer,"Bengaluru, India",Full Time,Senior-level,115000.0,"Agile,Airflow,Clustering,Computer Science,Data governance,Data Mining","Career development,Flex hours,,,",data engineer
NBCUniversal,"Act Two Program- Sr. Analyst, Data Quality","New York, NEW YORK, United States",Full Time,Entry-level,,"Agile,Architecture,BigQuery,Data analysis,Data Analytics,Data governance","Career development,,,,",other
Fannie Mae,People Analyst Data Visualization Senior Associate (Open to Remote),"Washington, DC, United States",Full Time,Mid-level,51000.0,"Architecture,AWS,Business Intelligence,Classification,Consulting,Data visualization","Career development,Flex hours,Health care,Home office stipend,",other
SpotOn,Senior Data Analyst,"Chicago, IL; Remote",Full Time,Senior-level,110000.0,"Amplitude,BigQuery,Computer Science,Data analysis,Data Analytics,Data warehouse","401(k) matching,Career development,Cell phone stipend,Competitive pay,Gear",data analyst
Snowflake Inc.,Staff Software Engineer - Streaming Data Pipelines,"Bellevue, WA, USA",Full Time,Senior-level,214000.0,"Computer Science,Data pipelines,Distributed Systems,Engineering,Kafka,Pipelines","Equity,Salary bonus,,,",other
Visa,Sr. Data Engineer - (Java + Spark),"Bengaluru, India",Full Time,Senior-level,115000.0,"Agile,API Development,APIs,Big Data,Business Intelligence,Computer Science","Flex hours,Startup environment,Team events,,",data engineer
Bosch Group,Data Scientist eBike Systems (f/m/div.),"Berlin, Germany",Full Time,Senior-level,129000.0,"Big Data,Computer Science,Hadoop,Keras,Machine Learning,Mathematics","Career development,Team events,,,",data scientist
"Faire Wholesale, Inc.",Senior Data Scientist - Retailer,Canada,Full Time,Senior-level,129000.0,"APIs,Causal inference,Deep Learning,E-commerce,Economics,Engineering","Career development,Flex hours,Team events,,",data scientist
Moloco,"Senior Data Scientist, Core","Seoul, Seoul, South Korea",Full Time,Senior-level,129000.0,"Biology,Causal inference,Clustering,Computer Science,Data analysis,Deep Learning","Career development,Flex hours,Flex vacation,Health care,Home office stipend",data scientist
Chime,Senior/Lead Data Scientist,"San Francisco, CA",Full Time,Senior-level,167000.0,"Banking,Bayesian,Big Data,Causal inference,Econometrics,FinTech","401(k) matching,Career development,Competitive pay,Equity,Flex vacation",data scientist
"Alation, Inc.",Data Engineer,Chennai (Hybrid),Full Time,Senior-level,115000.0,"Agile,Big Data,Computer Science,Data Analytics,Data governance,Data management","Career development,Competitive pay,Flex hours,Flex vacation,Health care",data engineer
Next Phase,ESRD Data Analyst and Program/Technical Specialist (Contract Contingent),"Columbia, Maryland, United States",Full Time,Mid-level,65000.0,"Data analysis,Data Analytics,Testing,,,","401(k) matching,Career development,Flexible spending account,Flex vacation,Health care",data analyst
2K,Staff Data Scientist,"Austin, Texas, United States",Full Time,Senior-level,62000.0,"A/B testing,Big Data,Business Analytics,Business Intelligence,Clustering,Data Analytics","Career development,,,,",data scientist
Focal Systems,AI/ML Data Labeling Manager - UK,Remote in the UK,Full Time,,56000.0,"Business Intelligence,Computer Vision,Data Analytics,DataOps,Deep Learning,Engineering","Competitive pay,Flex vacation,Startup environment,Team events,",other
Mondia Group,Data Scientist (Job Ref:1823),"New Cairo City, Cairo Governorate, Egypt",Full Time,Mid-level,60000.0,"Big Data,Cassandra,Data Mining,HBase,Machine Learning,ML models","Career development,Health care,Salary bonus,,",data scientist
Coniq,Data Analyst,"Barcelona, Catalonia, Spain",Full Time,Mid-level,65000.0,"Agile,MySQL,Python,RDBMS,SQL,Statistics","Competitive pay,Equity,Flex vacation,Salary bonus,Startup environment",data analyst
Mixpanel,Data Scientist,"San Francisco, Remote",Full Time,Senior-level,167000.0,"Data analysis,Machine Learning,ML models,Python,R,Research","Career development,Equity,Flex vacation,Health care,Insurance",data scientist
KPI Solutions,Data Analyst I,"York, Pennsylvania, United States - Remote",Full Time,Mid-level,65000.0,"Computer Science,Data Analytics,Engineering,Excel,Mathematics,RDBMS","401(k) matching,Health care,Insurance,Medical leave,Parental leave",data analyst
Carousell Group,Senior Data Engineer,"Jakarta, Indonesia",Full Time,Senior-level,115000.0,"Ansible,APIs,AWS,Big Data,Business Intelligence,Cassandra","Career development,,,,",data engineer
Decision Foundry,Data Engineer,"Bengaluru, Karnataka, India",Full Time,Mid-level,73000.0,"APIs,CI/CD,Data pipelines,Data quality,GitHub,GitLab","Startup environment,,,,",data engineer
